question,answer,comment,access,products,object_id,original_filename,upload_date,last_updated,tags
Are any of the following remote access/remote control methods used to access your network:,No Response Required,,Internal,Rockerbox,8df8b7e7-4800-45ea-b08e-354fc149d588~081ced36-afc2-4544-8017-24985f1a2fa3~Self Esteem Brands Rockerbox.csv~85,Self Esteem Brands Rockerbox.csv,2025-11-17T17:22:00.125Z,2025-11-17T17:22:00.125Z,
Encryption,Yes,,Internal,Rockerbox,8df8b7e7-4800-45ea-b08e-354fc149d588~081ced36-afc2-4544-8017-24985f1a2fa3~Self Esteem Brands Rockerbox.csv~159,Self Esteem Brands Rockerbox.csv,2025-11-17T17:22:00.125Z,2025-11-17T17:22:00.125Z,
Will Self Esteem Brands information be accessible to the public?,No,,Internal,Rockerbox,8df8b7e7-4800-45ea-b08e-354fc149d588~081ced36-afc2-4544-8017-24985f1a2fa3~Self Esteem Brands Rockerbox.csv~103,Self Esteem Brands Rockerbox.csv,2025-11-17T17:22:00.125Z,2025-11-17T17:22:00.125Z,
Do you scan all emails for viruses?,Yes,,Internal,Rockerbox,8df8b7e7-4800-45ea-b08e-354fc149d588~081ced36-afc2-4544-8017-24985f1a2fa3~Self Esteem Brands Rockerbox.csv~79,Self Esteem Brands Rockerbox.csv,2025-11-17T17:22:00.125Z,2025-11-17T17:22:00.125Z,
Do you control the distribution of admin access to network infrastructure and review regularly or whenever there is a change?,Yes,,Internal,Rockerbox,8df8b7e7-4800-45ea-b08e-354fc149d588~081ced36-afc2-4544-8017-24985f1a2fa3~Self Esteem Brands Rockerbox.csv~211,Self Esteem Brands Rockerbox.csv,2025-11-17T17:22:00.125Z,2025-11-17T17:22:00.125Z,
"In the course of providing service to Self Esteem Brands, will/could you or your organization store Self Esteem Brands information in a location outside of Self Esteem Brands's direct control?",Yes,,Internal,Rockerbox,8df8b7e7-4800-45ea-b08e-354fc149d588~081ced36-afc2-4544-8017-24985f1a2fa3~Self Esteem Brands Rockerbox.csv~95,Self Esteem Brands Rockerbox.csv,2025-11-17T17:22:00.125Z,2025-11-17T17:22:00.125Z,
"If so, please list the names of the third parties and the purposes for the transfer.",Rockerbox works with several subprocessors in order to provide its services to its clients.,,Internal,Rockerbox,8df8b7e7-4800-45ea-b08e-354fc149d588~081ced36-afc2-4544-8017-24985f1a2fa3~Self Esteem Brands Rockerbox.csv~132,Self Esteem Brands Rockerbox.csv,2025-11-17T17:22:00.125Z,2025-11-17T17:22:00.125Z,
"What data protection safeguards do you rely on for the cross-border transfer of data (e.g., Standard Contractual Clauses, EU-U.S. Privacy Shield Framework, etc.)",Standard Contractual Clauses,,Internal,Rockerbox,8df8b7e7-4800-45ea-b08e-354fc149d588~081ced36-afc2-4544-8017-24985f1a2fa3~Self Esteem Brands Rockerbox.csv~266,Self Esteem Brands Rockerbox.csv,2025-11-17T17:22:00.125Z,2025-11-17T17:22:00.125Z,
Explain your processes to ensure that our company's data is segmented from your other customer data.,Rockerbox uses logical separation to ensure client data is siloed from each other,,Internal,Rockerbox,8df8b7e7-4800-45ea-b08e-354fc149d588~081ced36-afc2-4544-8017-24985f1a2fa3~Self Esteem Brands Rockerbox.csv~272,Self Esteem Brands Rockerbox.csv,2025-11-17T17:22:00.125Z,2025-11-17T17:22:00.125Z,
Do you outsource any security management functionality?,No,,Internal,Rockerbox,8df8b7e7-4800-45ea-b08e-354fc149d588~081ced36-afc2-4544-8017-24985f1a2fa3~Self Esteem Brands Rockerbox.csv~168,Self Esteem Brands Rockerbox.csv,2025-11-17T17:22:00.125Z,2025-11-17T17:22:00.125Z,
"Will any data elements (personal data, non-personal data, sensitive data) be transferred from our company to your company? Please consider data of our franchisees/owners, employees, prospects and/or members in your response.",Yes,,Internal,Rockerbox,8df8b7e7-4800-45ea-b08e-354fc149d588~081ced36-afc2-4544-8017-24985f1a2fa3~Self Esteem Brands Rockerbox.csv~262,Self Esteem Brands Rockerbox.csv,2025-11-17T17:22:00.125Z,2025-11-17T17:22:00.125Z,
Surveillance cameras cover secure areas and entrances/exits?,Yes,,Internal,Rockerbox,8df8b7e7-4800-45ea-b08e-354fc149d588~081ced36-afc2-4544-8017-24985f1a2fa3~Self Esteem Brands Rockerbox.csv~51,Self Esteem Brands Rockerbox.csv,2025-11-17T17:22:00.125Z,2025-11-17T17:22:00.125Z,
"Explain your processes for handling data subject access requests (e.g., the right to data erasure, the right to data portability, etc.).",Rockerbox is a data processor. Self Esteem Brands would be responsible for fielding the requests and forwarding them to Rockerbox when necessary.,,Internal,Rockerbox,8df8b7e7-4800-45ea-b08e-354fc149d588~081ced36-afc2-4544-8017-24985f1a2fa3~Self Esteem Brands Rockerbox.csv~273,Self Esteem Brands Rockerbox.csv,2025-11-17T17:22:00.125Z,2025-11-17T17:22:00.125Z,
Do you use 802.1x complaint security for your wireless network?,Yes,,Internal,Rockerbox,8df8b7e7-4800-45ea-b08e-354fc149d588~081ced36-afc2-4544-8017-24985f1a2fa3~Self Esteem Brands Rockerbox.csv~74,Self Esteem Brands Rockerbox.csv,2025-11-17T17:22:00.125Z,2025-11-17T17:22:00.125Z,
Do you ensure default passwords are changed on networking devices?,Yes,,Internal,Rockerbox,8df8b7e7-4800-45ea-b08e-354fc149d588~081ced36-afc2-4544-8017-24985f1a2fa3~Self Esteem Brands Rockerbox.csv~210,Self Esteem Brands Rockerbox.csv,2025-11-17T17:22:00.125Z,2025-11-17T17:22:00.125Z,
Will all Self Esteem Brands data be stored inside the United States?,Yes,,Internal,Rockerbox,8df8b7e7-4800-45ea-b08e-354fc149d588~081ced36-afc2-4544-8017-24985f1a2fa3~Self Esteem Brands Rockerbox.csv~235,Self Esteem Brands Rockerbox.csv,2025-11-17T17:22:00.125Z,2025-11-17T17:22:00.125Z,
Has your organization defined a formal incident response process?,Yes,,Internal,Rockerbox,8df8b7e7-4800-45ea-b08e-354fc149d588~081ced36-afc2-4544-8017-24985f1a2fa3~Self Esteem Brands Rockerbox.csv~227,Self Esteem Brands Rockerbox.csv,2025-11-17T17:22:00.125Z,2025-11-17T17:22:00.125Z,
Please provide any data maps or other diagrams that may be helpful to further explain the flow of data as it relates to this engagement.,Please reference SOC2,,Internal,Rockerbox,8df8b7e7-4800-45ea-b08e-354fc149d588~081ced36-afc2-4544-8017-24985f1a2fa3~Self Esteem Brands Rockerbox.csv~274,Self Esteem Brands Rockerbox.csv,2025-11-17T17:22:00.125Z,2025-11-17T17:22:00.125Z,
Will the data be sold to any third party?,No,,Internal,Rockerbox,8df8b7e7-4800-45ea-b08e-354fc149d588~081ced36-afc2-4544-8017-24985f1a2fa3~Self Esteem Brands Rockerbox.csv~133,Self Esteem Brands Rockerbox.csv,2025-11-17T17:22:00.125Z,2025-11-17T17:22:00.125Z,
"Executive management have been trained, support and promote the business' responsibilities to protect content/data?",Yes,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~6e99b6a4-15dd-46fe-a233-5e74a00e53e5~AMC_DVPS_Responses.csv~19,AMC_DVPS_Responses.csv,2025-08-27T17:18:07.435Z,2025-08-27T17:18:07.435Z,Publisher
Do you have a documented backup procedure/plan,Yes,,Internal,,8df8b7e7-4800-45ea-b08e-354fc149d588~7d337829-56ea-42aa-ab89-10424e0015e7~HM_Assessment_Responses.csv~50,HM_Assessment_Responses.csv,2025-08-20T19:32:53.042Z,2025-08-20T19:32:53.042Z,Advertiser
Do you log successes and failures to access?,Yes,,Internal,Rockerbox,8df8b7e7-4800-45ea-b08e-354fc149d588~081ced36-afc2-4544-8017-24985f1a2fa3~Self Esteem Brands Rockerbox.csv~106,Self Esteem Brands Rockerbox.csv,2025-11-17T17:22:00.125Z,2025-11-17T17:22:00.125Z,
Do you maintain up-to-date network infrastructure and administration procedures?,Yes,,Internal,Rockerbox,8df8b7e7-4800-45ea-b08e-354fc149d588~081ced36-afc2-4544-8017-24985f1a2fa3~Self Esteem Brands Rockerbox.csv~200,Self Esteem Brands Rockerbox.csv,2025-11-17T17:22:00.125Z,2025-11-17T17:22:00.125Z,
Are physical controls in place to safeguard information maintained by your organization?,Yes,,Internal,Rockerbox,8df8b7e7-4800-45ea-b08e-354fc149d588~081ced36-afc2-4544-8017-24985f1a2fa3~Self Esteem Brands Rockerbox.csv~184,Self Esteem Brands Rockerbox.csv,2025-11-17T17:22:00.125Z,2025-11-17T17:22:00.125Z,
Will the access credentials be encrypted when passing through public network?,Yes,,Internal,Rockerbox,8df8b7e7-4800-45ea-b08e-354fc149d588~081ced36-afc2-4544-8017-24985f1a2fa3~Self Esteem Brands Rockerbox.csv~111,Self Esteem Brands Rockerbox.csv,2025-11-17T17:22:00.125Z,2025-11-17T17:22:00.125Z,
Is access to information at your organization based on need-to-know?,Yes,,Internal,Rockerbox,8df8b7e7-4800-45ea-b08e-354fc149d588~081ced36-afc2-4544-8017-24985f1a2fa3~Self Esteem Brands Rockerbox.csv~105,Self Esteem Brands Rockerbox.csv,2025-11-17T17:22:00.125Z,2025-11-17T17:22:00.125Z,
Are all users required to use unique usernames and strong passwords?,Yes,,Internal,Rockerbox,8df8b7e7-4800-45ea-b08e-354fc149d588~081ced36-afc2-4544-8017-24985f1a2fa3~Self Esteem Brands Rockerbox.csv~248,Self Esteem Brands Rockerbox.csv,2025-11-17T17:22:00.125Z,2025-11-17T17:22:00.125Z,
Is access to production systems restricted to appropriate personnel only?,Yes,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~6e99b6a4-15dd-46fe-a233-5e74a00e53e5~AMC_DVPS_Responses.csv~56,AMC_DVPS_Responses.csv,2025-08-27T17:18:07.435Z,2025-08-27T17:18:07.435Z,Publisher
Describe how offsite backups occur and how they are secured.,"Our corporate offices do not host any of our servers. Our data centers have backups and failovers in the case of power failure and manage the backup and security encryption process. The cloud services we work with have redundancies and back up plans. In addition, DoubleVerify works with Tier 1 cloud service providers with multi zone/region topology. The chance of downtime is close to 0%",,Internal,Publisher Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~3fc840b5-2a4c-4336-82b4-3070383b6480~DV Initial Import.xlsx~96,DV Initial Import.xlsx,2024-10-29T18:01:20.904Z,2025-05-20T18:01:23.667Z,InfoSec/Privacy
Is the PI collected in accordance with applicable data privacy and protection laws?,Yes,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~ccfa2578-dd25-4401-afdc-7d6d4a876138~IPG_Kinesso_Assessment_Responses.csv~56,IPG_Kinesso_Assessment_Responses.csv,2025-04-21T18:23:54.587Z,2025-05-20T18:01:20.643Z,Advertiser
"Do you provide awareness and training to all users on how to identify, handle and report as security incidents?",Yes,,Internal,,8df8b7e7-4800-45ea-b08e-354fc149d588~7d337829-56ea-42aa-ab89-10424e0015e7~HM_Assessment_Responses.csv~49,HM_Assessment_Responses.csv,2025-08-20T19:32:53.042Z,2025-08-20T19:32:53.042Z,Advertiser
Is there a training and awareness program that addresses data privacy and data protection obligations based on role?,Yes,,Internal,Publisher Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~3fc840b5-2a4c-4336-82b4-3070383b6480~DV Initial Import.xlsx~181,DV Initial Import.xlsx,2024-10-29T18:01:20.904Z,2025-05-20T18:01:25.700Z,InfoSec/Privacy
Is there a scheduled maintenance window which results in client downtime?,No,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~6e99b6a4-15dd-46fe-a233-5e74a00e53e5~AMC_DVPS_Responses.csv~181,AMC_DVPS_Responses.csv,2025-08-27T17:18:07.435Z,2025-08-27T17:18:07.435Z,Publisher
What is your designated time frame for notifying affected customers?,Based on contractual agreements,,Internal,,8df8b7e7-4800-45ea-b08e-354fc149d588~088429eb-710e-4478-98b3-8c26d5e2d232~TX_Pub_Questionnaire_Responses.csv~44,TX_Pub_Questionnaire_Responses.csv,2025-04-07T17:12:15.947Z,2025-05-20T21:31:12.668Z,Publisher
How do you support advertisers that may be required to effectuate a request to correct PI?,Data subjects may enforce their rights by following the steps outlined in this form: https://doubleverify.com/opt-out/,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~ccfa2578-dd25-4401-afdc-7d6d4a876138~IPG_Kinesso_Assessment_Responses.csv~69,IPG_Kinesso_Assessment_Responses.csv,2025-04-21T18:23:54.587Z,2025-05-20T20:42:57.659Z,Advertiser
What service model and deployment model is used (select all that apply):,Software as a Service (SaaS),,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~6e99b6a4-15dd-46fe-a233-5e74a00e53e5~AMC_DVPS_Responses.csv~177,AMC_DVPS_Responses.csv,2025-08-27T17:18:07.435Z,2025-08-27T17:18:07.435Z,Publisher
What requirements are imposed on advertisers related to data collected from or on your properties or shared by your company?,N/A,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~ccfa2578-dd25-4401-afdc-7d6d4a876138~IPG_Kinesso_Assessment_Responses.csv~92,IPG_Kinesso_Assessment_Responses.csv,2025-04-21T18:23:54.587Z,2025-05-20T20:42:57.649Z,Advertiser
Which type of AI is your platform leveraging? Please select which type(s).,Machine Learning,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~ccfa2578-dd25-4401-afdc-7d6d4a876138~IPG_Kinesso_Assessment_Responses.csv~72,IPG_Kinesso_Assessment_Responses.csv,2025-04-21T18:23:54.587Z,2025-05-20T18:01:21.683Z,Advertiser
Are all unused switch ports on the content/production network disabled to prevent packet sniffing by unauthorized devices?,Yes,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~6e99b6a4-15dd-46fe-a233-5e74a00e53e5~AMC_DVPS_Responses.csv~92,AMC_DVPS_Responses.csv,2025-08-27T17:18:07.435Z,2025-08-27T17:18:07.435Z,Publisher
Can clients rotate their encryption key on a scheduled basis?,No,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~6e99b6a4-15dd-46fe-a233-5e74a00e53e5~AMC_DVPS_Responses.csv~144,AMC_DVPS_Responses.csv,2025-08-27T17:18:07.435Z,2025-08-27T17:18:07.435Z,Publisher
Are defined procedures in place to identify and correct systems without anti-virus at least weekly for all end user devices?,Yes,,Internal,Publisher Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~3fc840b5-2a4c-4336-82b4-3070383b6480~DV Initial Import.xlsx~247,DV Initial Import.xlsx,2024-10-29T18:01:20.904Z,2025-05-20T18:01:25.700Z,InfoSec/Privacy
"Is there collection, access , processing, disclosure, or retention of any classification of personal information or personal data of individuals on behalf of the client?",Yes,,Internal,Publisher Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~3fc840b5-2a4c-4336-82b4-3070383b6480~DV Initial Import.xlsx~184,DV Initial Import.xlsx,2024-10-29T18:01:20.904Z,2025-05-20T18:01:27.701Z,InfoSec/Privacy
"Is there a documented an asset management policy or program that has been approved by management, communicated to appropriate constituents and an owner to maintain and review the policy?",Yes,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~6e99b6a4-15dd-46fe-a233-5e74a00e53e5~AMC_DVPS_Responses.csv~23,AMC_DVPS_Responses.csv,2025-08-27T17:18:07.435Z,2025-08-27T17:18:07.435Z,Publisher
"Do you have external network connections (extranet, internet, or intranet) and how are they protected?",Every connection to an external network is terminated at a firewall,,Internal,Publisher Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~3fc840b5-2a4c-4336-82b4-3070383b6480~DV Initial Import.xlsx~80,DV Initial Import.xlsx,2024-10-29T18:01:20.904Z,2025-05-20T18:54:24.647Z,InfoSec/Privacy
"What type of Personal Information* will you process on behalf of IPG, its agencies, or agency clients?",Question type not supported,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~ccfa2578-dd25-4401-afdc-7d6d4a876138~IPG_Kinesso_Assessment_Responses.csv~7,IPG_Kinesso_Assessment_Responses.csv,2025-04-21T18:23:54.587Z,2025-05-20T20:51:58.674Z,Advertiser
Do you have a dedicated employee(s) responsible for data protection/privacy? Please provide contact information in the comments.,Data Protection Officer (DPO),"Beatrice Botti, legal@doubleverify.com",Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~ccfa2578-dd25-4401-afdc-7d6d4a876138~IPG_Kinesso_Assessment_Responses.csv~16,IPG_Kinesso_Assessment_Responses.csv,2025-04-21T18:23:54.587Z,2025-05-20T21:31:12.671Z,Advertiser
"Do you perform background check for new recruits and temporary resources (full-time, part-time)?",Yes,,Internal,,8df8b7e7-4800-45ea-b08e-354fc149d588~7d337829-56ea-42aa-ab89-10424e0015e7~HM_Assessment_Responses.csv~20,HM_Assessment_Responses.csv,2025-08-20T19:32:53.042Z,2025-08-20T19:32:53.042Z,Advertiser
Are staff technically prevented from accessing the cloud environment via non-managed private devices?,NotApplicable,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~6e99b6a4-15dd-46fe-a233-5e74a00e53e5~AMC_DVPS_Responses.csv~169,AMC_DVPS_Responses.csv,2025-08-27T17:18:07.435Z,2025-08-27T17:18:07.435Z,Publisher
Who is our primary contact within your organization?,Anya Libova anya.libova@doubleverify.com,,Internal,,8df8b7e7-4800-45ea-b08e-354fc149d588~088429eb-710e-4478-98b3-8c26d5e2d232~TX_Pub_Questionnaire_Responses.csv~4,TX_Pub_Questionnaire_Responses.csv,2025-04-07T17:12:15.947Z,2025-05-20T18:01:22.694Z,Publisher
What is your timeframe for patching critical vulnerabilities?,30 days,,Internal,,8df8b7e7-4800-45ea-b08e-354fc149d588~3fc840b5-2a4c-4336-82b4-3070383b6480~DV Initial Import.xlsx~118,DV Initial Import.xlsx,2024-10-29T18:01:20.904Z,2025-05-20T21:31:11.662Z,Sample
Is there a documented internal compliance and ethics program?,Yes,,Internal,Publisher Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~3fc840b5-2a4c-4336-82b4-3070383b6480~DV Initial Import.xlsx~193,DV Initial Import.xlsx,2024-10-29T18:01:20.904Z,2025-05-20T18:01:25.708Z,InfoSec/Privacy
Are local accounts disabled or removed on systems that handle content?,Yes,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~6e99b6a4-15dd-46fe-a233-5e74a00e53e5~AMC_DVPS_Responses.csv~128,AMC_DVPS_Responses.csv,2025-08-27T17:18:07.435Z,2025-08-27T17:18:07.435Z,Publisher
"Do third party vendors have access to Assets & Scoped Data? (Backup vendors, service providers, equipment support maintenance, software maintenance vendors, data recovery vendors, etc.)?",No,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~6e99b6a4-15dd-46fe-a233-5e74a00e53e5~AMC_DVPS_Responses.csv~182,AMC_DVPS_Responses.csv,2025-08-27T17:18:07.435Z,2025-08-27T17:18:07.435Z,Publisher
What technology do you use to transfer content?,Data is encrypted in transit and at rest using AES-256 and TLS 1.2/1.3 standards,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~6e99b6a4-15dd-46fe-a233-5e74a00e53e5~AMC_DVPS_Responses.csv~78,AMC_DVPS_Responses.csv,2025-08-27T17:18:07.435Z,2025-08-27T17:18:07.435Z,Publisher
Is there an annual schedule of required tests?,Yes,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~6e99b6a4-15dd-46fe-a233-5e74a00e53e5~AMC_DVPS_Responses.csv~164,AMC_DVPS_Responses.csv,2025-08-27T17:18:07.435Z,2025-08-27T17:18:07.435Z,Publisher
Do you perform periodic evaluations for HIPAA/HITECH compliance?,N/A,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~ccfa2578-dd25-4401-afdc-7d6d4a876138~IPG_Kinesso_Assessment_Responses.csv~35,IPG_Kinesso_Assessment_Responses.csv,2025-04-21T18:23:54.587Z,2025-05-20T18:21:03.685Z,Advertiser
"For what purpose(s) has the NYTCo. requested you to access, collect, use, and/or otherwise process personal data?",DoubleVerify relies on limited PII to enable it's fraud elimination and geo veritification features. There are no secondary uses for the data.,,Internal,Publisher Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~3fc840b5-2a4c-4336-82b4-3070383b6480~DV Initial Import.xlsx~171,DV Initial Import.xlsx,2024-10-29T18:01:20.904Z,2025-05-20T18:01:23.764Z,InfoSec/Privacy
How are network security requirements and expectations communicated to the broader organization,"DoubleVerify follows an internal Network Security Standard covering the following: LAN and WAN network infrastructure at all DoubleVerify data centers Relevant third-party personnel responsible for administering and maintaining DoubleVerify's IT infrastructure All Network &amp; System administrators, administering and maintaining the network infrastructure viz. LAN and WAN All IT assets used to build the network such as network devices, communication links, and assets that use the network such as servers, desktops, smart devices owned by DoubleVerify",,Internal,Publisher Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~3fc840b5-2a4c-4336-82b4-3070383b6480~DV Initial Import.xlsx~243,DV Initial Import.xlsx,2024-10-29T18:01:20.904Z,2025-05-20T18:01:22.702Z,InfoSec/Privacy
"Is there a data retention/destruction requirement that includes information on live media, backup/archived media, and information managed by fourth parties?",Yes,,Internal,Publisher Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~3fc840b5-2a4c-4336-82b4-3070383b6480~DV Initial Import.xlsx~223,DV Initial Import.xlsx,2024-10-29T18:01:20.904Z,2025-05-20T18:48:15.643Z,InfoSec/Privacy
